state_range,reward
139650-500,-10.0
139700-500,-10.0
139750-500,-10.0
139800-500,-10.0
139850-500,-10.0
139900-500,-10.0
139950-500,-10.0
140000-500,-10.0
140050-500,-10.0
140100-500,-10.0
140150-500,-10.0
140200-500,-10.0
140250-500,-10.0
140300-500,-10.0
140350-500,-10.0
140400-500,-10.0
140450-500,-10.0
140500-500,-10.0
140550-500,-10.0
140600-500,-10.0
140650-500,-10.0
140700-500,-10.0
140750-500,-10.0
140800-500,-10.0
140850-500,-10.0
140900-500,-10.0
140950-500,-10.0
141000-500,-10.0
141050-500,-10.0
141100-500,-10.0
141150-500,-10.0
141200-500,-10.0
141250-500,-10.0
141300-500,-10.0
141350-500,-10.0
141400-500,-10.0
141450-500,-10.0
141500-500,-10.0
141550-500,-10.0
141600-500,-10.0
141650-500,-10.0
141700-500,-10.0
141750-500,-10.0
141800-500,-10.0
141850-500,-10.0
141900-500,-10.0
141950-500,-10.0
142000-500,-10.0
142050-500,-10.0
142100-500,-10.0
142150-500,-10.0
142200-500,-10.0
142250-500,-10.0
142300-500,-10.0
142350-500,-10.0
142400-500,-10.0
142450-500,-10.0
142500-500,-10.0
142550-500,-10.0
142600-500,-10.0
142650-500,-10.0
142700-500,-10.0
142750-500,-10.0
142800-500,-10.0
142850-500,-10.0
142900-500,-10.0
142950-500,-10.0
143000-500,-10.0
143050-500,-10.0
143100-500,-10.0
143150-500,-10.0
143200-500,-10.0
143250-500,-10.0
143300-500,-10.0
143350-500,-10.0
143400-500,-10.0
143450-500,-10.0
143500-500,-10.0
143550-500,-10.0
143600-500,-10.0
143650-500,-10.0
143700-500,-10.0
143750-500,-10.0
143800-500,-10.0
143850-500,-10.0
143900-500,-10.0
143950-500,-10.0
144000-500,-10.0
144050-500,-10.0
144100-500,-10.0
144150-500,-10.0
144200-500,-10.0
144250-500,-10.0
144300-500,-10.0
144350-500,-10.0
144400-500,-10.0
144450-500,-10.0
144500-500,-10.0
144550-500,-10.0
144600-500,-10.0
144650-500,-10.0
144700-500,-10.0
144750-500,-10.0
144800-500,-10.0
144850-500,-10.0
144900-500,-10.0
144950-500,-10.0
145000-500,-10.0
145050-500,-10.0
145100-500,-10.0
145150-500,-10.0
145200-500,-10.0
145250-500,-10.0
145300-500,-10.0
145350-500,-10.0
145400-500,-10.0
145450-500,-10.0
145500-500,-10.0
145550-500,-10.0
145600-500,-10.0
145650-500,-10.0
145700-500,-10.0
145750-500,-10.0
145800-500,-10.0
145850-500,-10.0
145900-500,-10.0
145950-500,-10.0
146000-500,-10.0
146050-500,-10.0
146100-500,-10.0
146150-500,-10.0
146200-500,-10.0
146250-500,-10.0
146300-500,-10.0
146350-500,-10.0
146400-500,-10.0
146450-500,-10.0
146500-500,-10.0
146550-500,-10.0
146600-500,-10.0
146650-500,-10.0
146700-500,-10.0
146750-500,-10.0
146800-500,-10.0
146850-500,-10.0
146900-500,-10.0
146950-500,-10.0
147000-500,-10.0
147050-500,-10.0
147100-500,-10.0
147150-500,-10.0
147200-500,-10.0
147250-500,-10.0
147300-500,-10.0
147350-500,-10.0
147400-500,-10.0
147450-500,-10.0
147500-500,-10.0
147550-500,-10.0
147600-500,-10.0
147650-500,-10.0
147700-500,-10.0
147750-500,-10.0
147800-500,-10.0
147850-500,-10.0
147900-500,-10.0
147950-500,-10.0
148000-500,-10.0
148050-500,-10.0
148100-500,-10.0
148150-500,-10.0
148200-500,-10.0
148250-500,-10.0
148300-500,-10.0
148350-500,-10.0
148400-500,-10.0
148450-500,-10.0
148500-500,-10.0
148550-500,-10.0
148600-500,-10.0
148650-500,-10.0
148700-500,-10.0
148750-500,-10.0
148800-500,-10.0
148850-500,-10.0
148900-500,-10.0
148950-500,-10.0
149000-500,-10.0
149050-500,-10.0
149100-500,-10.0
149150-500,-10.0
149200-500,-10.0
149250-500,-10.0
149300-500,-10.0
149350-500,-10.0
149400-500,-10.0
149450-500,-10.0
149500-500,-10.0
149550-500,-10.0
149600-500,-10.0
149650-500,-10.0
149700-500,-10.0
149750-500,-10.0
149800-500,-10.0
149850-500,-10.0
149900-500,-10.0
149950-500,-10.0
150000-500,-10.0
150050-500,-10.0
150100-500,-10.0
150150-500,-10.0
150200-500,-10.0
150250-500,-10.0
150300-500,-10.0
150350-500,-10.0
150400-500,-10.0
150450-500,-10.0
150500-500,-10.0
150550-500,-10.0
150600-500,-10.0
150650-500,-10.0
150700-500,-10.0
150750-500,-10.0
150800-500,-10.0
150850-500,-10.0
150900-500,-10.0
150950-500,-10.0
151000-500,-10.0
151050-500,-10.0
151100-500,-10.0
151150-500,-10.0
151200-500,-10.0
151250-500,-10.0
151300-500,-10.0
151350-500,-10.0
151400-500,-10.0
151450-500,-10.0
151500-500,-10.0
151550-500,-10.0
151600-500,-10.0
151650-500,-10.0
151700-500,-10.0
151750-500,-10.0
151800-500,-10.0
151850-500,-10.0
151900-500,-10.0
151950-500,-10.0
152000-500,-10.0
152050-500,-10.0
152100-500,-10.0
152150-500,-10.0
152200-500,-10.0
152250-500,-10.0
152300-500,-10.0
152350-500,-10.0
152400-500,-10.0
152450-500,-10.0
152500-500,-10.0
152550-500,-10.0
152600-500,-10.0
152650-500,-10.0
152700-500,-10.0
152750-500,-10.0
152800-500,-10.0
152850-500,-10.0
152900-500,-10.0
152950-500,-10.0
153000-500,-10.0
153050-500,-10.0
153100-500,-10.0
153150-500,-10.0
153200-500,-10.0
153250-500,-10.0
153300-500,-10.0
153350-500,-10.0
153400-500,-10.0
153450-500,-10.0
153500-500,-10.0
153550-500,-10.0
153600-500,-10.0
153650-500,-10.0
153700-500,-10.0
153750-500,-10.0
153800-500,-10.0
153850-500,-10.0
153900-500,-10.0
153950-500,-10.0
154000-500,-10.0
154050-500,-10.0
154100-500,-10.0
154150-500,-10.0
154200-500,-10.0
154250-500,-10.0
154300-500,-10.0
154350-500,-10.0
154400-500,-10.0
154450-500,-10.0
154500-500,-10.0
154550-500,-10.0
154600-500,-10.0
154650-500,-10.0
154700-500,-10.0
154750-500,-10.0
154800-500,-10.0
154850-500,-10.0
154900-500,-10.0
154950-500,-10.0
155000-500,-10.0
155050-500,-10.0
155100-500,-10.0
155150-500,-10.0
155200-500,-10.0
155250-500,-10.0
155300-500,-10.0
155350-500,-10.0
155400-500,-10.0
155450-500,-10.0
155500-500,-10.0
155550-500,-10.0
155600-500,-10.0
155650-500,-10.0
155700-500,-10.0
155750-500,-10.0
155800-500,-10.0
155850-500,-10.0
155900-500,-10.0
155950-500,-10.0
156000-500,-10.0
156050-500,-10.0
156100-500,-10.0
156150-500,-10.0
156200-500,-10.0
156250-500,-10.0
156300-500,-10.0
156350-500,-10.0
156400-500,-10.0
156450-500,-10.0
156500-500,-10.0
156550-500,-10.0
156600-500,-10.0
156650-500,-10.0
156700-500,-10.0
156750-500,-10.0
156800-500,-10.0
156850-500,-10.0
156900-500,-10.0
156950-500,-10.0
157000-500,-10.0
157050-500,-10.0
157100-500,-10.0
157150-500,-10.0
157200-500,-10.0
157250-500,-10.0
157300-500,-10.0
157350-500,-10.0
157400-500,-10.0
157450-500,-10.0
157500-500,-10.0
157550-500,-10.0
157600-500,-10.0
157650-500,-10.0
157700-500,-10.0
157750-500,-10.0
157800-500,-10.0
157850-500,-10.0
157900-500,-10.0
157950-500,-10.0
158000-500,-10.0
158050-500,-10.0
158100-500,-10.0
158150-500,-10.0
158200-500,-10.0
158250-500,-10.0
158300-500,-10.0
158350-500,-10.0
158400-500,-10.0
158450-500,-10.0
158500-500,-10.0
158550-500,-10.0
158600-500,-10.0
158650-500,-10.0
158700-500,-10.0
158750-500,-10.0
158800-500,-10.0
158850-500,-10.0
158900-500,-10.0
158950-500,-10.0
159000-500,-10.0
159050-500,-10.0
159100-500,-10.0
159150-500,-10.0
159200-500,-10.0
159250-500,-10.0
159300-500,-10.0
159350-500,-10.0
159400-500,-10.0
159450-500,-10.0
159500-500,-10.0
159550-500,-10.0
159600-500,-10.0
159650-500,-10.0
159700-500,-10.0
159750-500,-10.0
159800-500,-10.0
159850-500,-10.0
159900-500,-10.0
159950-500,-10.0
160000-500,-10.0
160050-500,-10.0
160100-500,-10.0
160150-500,-10.0
160200-500,-10.0
160250-500,-10.0
160300-500,-10.0
160350-500,-10.0
160400-500,-10.0
160450-500,-10.0
160500-500,-10.0
160550-500,-10.0
160600-500,-10.0
160650-500,-10.0
160700-500,-10.0
160750-500,-10.0
160800-500,-10.0
160850-500,-10.0
160900-500,-10.0
160950-500,-10.0
161000-500,-10.0
161050-500,-10.0
161100-500,-10.0
161150-500,-10.0
161200-500,-10.0
161250-500,-10.0
161300-500,-10.0
161350-500,-10.0
161400-500,-10.0
161450-500,-10.0
161500-500,-10.0
161550-500,-10.0
161600-500,-10.0
161650-500,-10.0
161700-500,-10.0
161750-500,-10.0
161800-500,-10.0
161850-500,-10.0
161900-500,-10.0
161950-500,-10.0
162000-500,-10.0
162050-500,-10.0
162100-500,-10.0
162150-500,-10.0
162200-500,-10.0
162250-500,-10.0
162300-500,-10.0
162350-500,-10.0
162400-500,-10.0
162450-500,-10.0
162500-500,-10.0
162550-500,-10.0
162600-500,-10.0
162650-500,-10.0
162700-500,-10.0
162750-500,-10.0
162800-500,-10.0
162850-500,-10.0
162900-500,-10.0
162950-500,-10.0
163000-500,-10.0
163050-500,-10.0
163100-500,-10.0
163150-500,-10.0
163200-500,-10.0
163250-500,-10.0
163300-500,-10.0
163350-500,-10.0
163400-500,-10.0
163450-500,-10.0
163500-500,-10.0
163550-500,-10.0
163600-500,-10.0
163650-500,-10.0
163700-500,-10.0
163750-500,-10.0
163800-500,-10.0
163850-500,-10.0
163900-500,-10.0
163950-500,-10.0
164000-500,-10.0
164050-500,-10.0
164100-500,-10.0
164150-500,-10.0
164200-500,-10.0
164250-500,-10.0
164300-500,-10.0
164350-500,-10.0
164400-500,-10.0
164450-500,-10.0
164500-500,-10.0
164550-500,-10.0
164600-500,-10.0
164650-500,-10.0
164700-500,-10.0
164750-500,-10.0
164800-500,-10.0
164850-500,-10.0
164900-500,-10.0
164950-500,-10.0
165000-500,-10.0
165050-500,-10.0
165100-500,-10.0
165150-500,-10.0
165200-500,-10.0
165250-500,-10.0
165300-500,-10.0
165350-500,-10.0
165400-500,-10.0
165450-500,-10.0
165500-500,-10.0
165550-500,-10.0
165600-500,-10.0
165650-500,-10.0
165700-500,-10.0
165750-500,-10.0
165800-500,-10.0
165850-500,-10.0
165900-500,-10.0
165950-500,-10.0
166000-500,-10.0
166050-500,-10.0
166100-500,-10.0
166150-500,-10.0
166200-500,-10.0
166250-500,-10.0
166300-500,-10.0
166350-500,-10.0
166400-500,-10.0
166450-500,-10.0
166500-500,-10.0
166550-500,-10.0
166600-500,-10.0
166650-500,-10.0
166700-500,-10.0
166750-500,-10.0
166800-500,-10.0
166850-500,-10.0
166900-500,-10.0
166950-500,-10.0
167000-500,-10.0
167050-500,-10.0
167100-500,-10.0
167150-500,-10.0
167200-500,-10.0
167250-500,-10.0
167300-500,-10.0
167350-500,-10.0
167400-500,-10.0
167450-500,-10.0
167500-500,-10.0
167550-500,-10.0
167600-500,-10.0
167650-500,-10.0
167700-500,-10.0
167750-500,-10.0
167800-500,-10.0
167850-500,-10.0
167900-500,-10.0
167950-500,-10.0
168000-500,-10.0
168050-500,-10.0
168100-500,-10.0
168150-500,-10.0
168200-500,-10.0
168250-500,-10.0
168300-500,-10.0
168350-500,-10.0
168400-500,-10.0
168450-500,-10.0
168500-500,-10.0
168550-500,-10.0
168600-500,-10.0
168650-500,-10.0
168700-500,-10.0
168750-500,-10.0
168800-500,-10.0
168850-500,-10.0
168900-500,-10.0
168950-500,-10.0
169000-500,-10.0
169050-500,-10.0
169100-500,-10.0
169150-500,-10.0
169200-500,-10.0
169250-500,-10.0
169300-500,-10.0
169350-500,-10.0
169400-500,-10.0
169450-500,-10.0
169500-500,-10.0
169550-500,-10.0
169600-500,-10.0
169650-500,-10.0
169700-500,-10.0
169750-500,-10.0
169800-500,-10.0
169850-500,-10.0
169900-500,-10.0
169950-500,-10.0
170000-500,-10.0
170050-500,-10.0
170100-500,-10.0
170150-500,-10.0
170200-500,-10.0
170250-500,-10.0
170300-500,-10.0
170350-500,-10.0
170400-500,-10.0
170450-500,-10.0
170500-500,-10.0
170550-500,-10.0
170600-500,-10.0
170650-500,-10.0
170700-500,-10.0
170750-500,-10.0
170800-500,-10.0
170850-500,-10.0
170900-500,-10.0
170950-500,-10.0
171000-500,-10.0
171050-500,-10.0
171100-500,-10.0
171150-500,-10.0
171200-500,-10.0
171250-500,-10.0
171300-500,-10.0
171350-500,-10.0
171400-500,-10.0
171450-500,-10.0
171500-500,-10.0
171550-500,-10.0
171600-500,-10.0
171650-500,-10.0
171700-500,-10.0
171750-500,-10.0
171800-500,-10.0
171850-500,-10.0
171900-500,-10.0
171950-500,-10.0
172000-500,-10.0
172050-500,-10.0
172100-500,-10.0
172150-500,-10.0
172200-500,-10.0
172250-500,-10.0
172300-500,-10.0
172350-500,-10.0
172400-500,-10.0
172450-500,-10.0
172500-500,-10.0
172550-500,-10.0
172600-500,-10.0
172650-500,-10.0
172700-500,-10.0
172750-500,-10.0
172800-500,-10.0
172850-500,-10.0
172900-500,-10.0
172950-500,-10.0
173000-500,-10.0
173050-500,-10.0
173100-500,-10.0
173150-500,-10.0
173200-500,-10.0
173250-500,-10.0
173300-500,-10.0
173350-500,-10.0
173400-500,-10.0
173450-500,-10.0
173500-500,-10.0
173550-500,-10.0
173600-500,-10.0
173650-500,-10.0
173700-500,-10.0
173750-500,-10.0
173800-500,-10.0
173850-500,-10.0
173900-500,-10.0
173950-500,-10.0
174000-500,-10.0
174050-500,-10.0
174100-500,-10.0
174150-500,-10.0
174200-500,-10.0
174250-500,-10.0
174300-500,-10.0
174350-500,-10.0
174400-500,-10.0
174450-500,-10.0
174500-500,-10.0
174550-500,-10.0
174600-500,-10.0
174650-500,-10.0
174700-500,-10.0
174750-500,-10.0
174800-500,-10.0
174850-500,-10.0
174900-500,-10.0
174950-500,-10.0
175000-500,-10.0
175050-500,-10.0
175100-500,-10.0
175150-500,-10.0
175200-500,-10.0
175250-500,-10.0
175300-500,-10.0
175350-500,-10.0
175400-500,-10.0
175450-500,-10.0
175500-500,-10.0
175550-500,-10.0
175600-500,-10.0
175650-500,-10.0
175700-500,-10.0
175750-500,-10.0
175800-500,-10.0
175850-500,-10.0
175900-500,-10.0
175950-500,-10.0
176000-500,-10.0
176050-500,-10.0
176100-500,-10.0
176150-500,-10.0
176200-500,-10.0
176250-500,-10.0
176300-500,-10.0
176350-500,-10.0
176400-500,-10.0
176450-500,-10.0
176500-500,-10.0
176550-500,-10.0
176600-500,-10.0
176650-500,-10.0
176700-500,-10.0
176750-500,-10.0
176800-500,-10.0
176850-500,-10.0
176900-500,-10.0
176950-500,-10.0
177000-500,-10.0
177050-500,-10.0
177100-500,-10.0
177150-500,-10.0
177200-500,-10.0
177250-500,-10.0
177300-500,-10.0
177350-500,-10.0
177400-500,-10.0
177450-500,-10.0
177500-500,-10.0
177550-500,-10.0
177600-500,-10.0
177650-500,-10.0
177700-500,-10.0
177750-500,-10.0
177800-500,-10.0
177850-500,-10.0
177900-500,-10.0
177950-500,-10.0
178000-500,-10.0
178050-500,-10.0
178100-500,-10.0
178150-500,-10.0
178200-500,-10.0
178250-500,-10.0
178300-500,-10.0
178350-500,-10.0
178400-500,-10.0
178450-500,-10.0
178500-500,-10.0
178550-500,-10.0
178600-500,-10.0
178650-500,-10.0
178700-500,-10.0
178750-500,-10.0
178800-500,-10.0
178850-500,-10.0
178900-500,-10.0
178950-500,-10.0
179000-500,-10.0
179050-500,-10.0
179100-500,-10.0
179150-500,-10.0
179200-500,-10.0
179250-500,-10.0
179300-500,-10.0
179350-500,-10.0
179400-500,-10.0
179450-500,-10.0
179500-500,-10.0
179550-500,-10.0
179600-500,-10.0
179650-500,-10.0
179700-500,-10.0
179750-500,-10.0
179800-500,-10.0
179850-500,-10.0
179900-500,-10.0
179950-500,-10.0
180000-500,-10.0
180050-500,-10.0
180100-500,-10.0
180150-500,-10.0
180200-500,-10.0
180250-500,-10.0
180300-500,-10.0
180350-500,-10.0
180400-500,-10.0
180450-500,-10.0
180500-500,-10.0
180550-500,-10.0
180600-500,-10.0
180650-500,-10.0
180700-500,-10.0
180750-500,-10.0
180800-500,-10.0
180850-500,-10.0
180900-500,-10.0
180950-500,-10.0
181000-500,-10.0
181050-500,-10.0
181100-500,-10.0
181150-500,-10.0
181200-500,-10.0
181250-500,-10.0
181300-500,-10.0
181350-500,-10.0
181400-500,-10.0
181450-500,-10.0
181500-500,-10.0
181550-500,-10.0
181600-500,-10.0
181650-500,-10.0
181700-500,-10.0
181750-500,-10.0
181800-500,-10.0
181850-500,-10.0
181900-500,-10.0
181950-500,-10.0
182000-500,-10.0
182050-500,-10.0
182100-500,-10.0
182150-500,-10.0
182200-500,-10.0
182250-500,-10.0
182300-500,-10.0
182350-500,-10.0
182400-500,-10.0
182450-500,-10.0
182500-500,-10.0
182550-500,-10.0
182600-500,-10.0
182650-500,-10.0
182700-500,-10.0
182750-500,-10.0
182800-500,-10.0
182850-500,-10.0
182900-500,-10.0
182950-500,-10.0
183000-500,-10.0
183050-500,-10.0
183100-500,-10.0
183150-500,-10.0
183200-500,-10.0
183250-500,-10.0
183300-500,-10.0
183350-500,-10.0
183400-500,-10.0
183450-500,-10.0
183500-500,-10.0
183550-500,-10.0
183600-500,-10.0
183650-500,-10.0
183700-500,-10.0
183750-500,-10.0
183800-500,-10.0
183850-500,-10.0
183900-500,-10.0
183950-500,-10.0
184000-500,-10.0
184050-500,-10.0
184100-500,-10.0
184150-500,-10.0
184200-500,-10.0
184250-500,-10.0
184300-500,-10.0
184350-500,-10.0
184400-500,-10.0
184450-500,-10.0
184500-500,-10.0
184550-500,-10.0
184600-500,-10.0
184650-500,-10.0
184700-500,-10.0
184750-500,-10.0
184800-500,-10.0
184850-500,-10.0
184900-500,-10.0
184950-500,-10.0
185000-500,-10.0
185050-500,-10.0
185100-500,-10.0
185150-500,-10.0
185200-500,-10.0
185250-500,-10.0
185300-500,-10.0
185350-500,-10.0
185400-500,-10.0
185450-500,-10.0
185500-500,-10.0
185550-500,-10.0
185600-500,-10.0
185650-500,-10.0
185700-500,-10.0
185750-500,-10.0
185800-500,-10.0
185850-500,-10.0
185900-500,-10.0
185950-500,-10.0
186000-500,-10.0
186050-500,-10.0
186100-500,-10.0
186150-500,-10.0
186200-500,-10.0
186250-500,-10.0
186300-500,-10.0
186350-500,-10.0
186400-500,-10.0
186450-500,-10.0
186500-500,-10.0
186550-500,-10.0
186600-500,-10.0
186650-500,-10.0
186700-500,-10.0
186750-500,-10.0
186800-500,-10.0
186850-500,-10.0
186900-500,-10.0
186950-500,-10.0
187000-500,-10.0
187050-500,-10.0
187100-500,-10.0
187150-500,-10.0
187200-500,-10.0
187250-500,-10.0
187300-500,-10.0
187350-500,-10.0
187400-500,-10.0
187450-500,-10.0
187500-500,-10.0
187550-500,-10.0
187600-500,-10.0
187650-500,-10.0
187700-500,-10.0
187750-500,-10.0
187800-500,-10.0
187850-500,-10.0
187900-500,-10.0
187950-500,-10.0
188000-500,-10.0
188050-500,-10.0
188100-500,-10.0
188150-500,-10.0
188200-500,-10.0
188250-500,-10.0
188300-500,-10.0
188350-500,-10.0
188400-500,-10.0
188450-500,-10.0
188500-500,-10.0
188550-500,-10.0
188600-500,-10.0
188650-500,-10.0
188700-500,-10.0
188750-500,-10.0
188800-500,-10.0
188850-500,-10.0
188900-500,-10.0
188950-500,-10.0
189000-500,-10.0
189050-500,-10.0
189100-500,-10.0
189150-500,-10.0
189200-500,-10.0
189250-500,-10.0
189300-500,-10.0
189350-500,-10.0
189400-500,-10.0
189450-500,-10.0
189500-500,-10.0
189550-500,-10.0
189600-500,-10.0
189650-500,-10.0
189700-500,-10.0
189750-500,-10.0
189800-500,-10.0
189850-500,-10.0
189900-500,-10.0
189950-500,-10.0
190000-500,-10.0
190050-500,-10.0
190100-500,-10.0
190150-500,-10.0
190200-500,-10.0
190250-500,-10.0
190300-500,-10.0
190350-500,-10.0
190400-500,-10.0
190450-500,-10.0
190500-500,-10.0
190550-500,-10.0
190600-500,-10.0
190650-500,-10.0
190700-500,-10.0
190750-500,-10.0
190800-500,-10.0
190850-500,-10.0
190900-500,-10.0
190950-500,-10.0
191000-500,-10.0
191050-500,-10.0
191100-500,-10.0
191150-500,-10.0
191200-500,-10.0
191250-500,-10.0
191300-500,-10.0
191350-500,-10.0
191400-500,-10.0
191450-500,-10.0
191500-500,-10.0
191550-500,-10.0
191600-500,-10.0
191650-500,-10.0
191700-500,-10.0
191750-500,-10.0
191800-500,-10.0
191850-500,-10.0
191900-500,-10.0
191950-500,-10.0
192000-500,-10.0
192050-500,-10.0
192100-500,-10.0
192150-500,-10.0
192200-500,-10.0
192250-500,-10.0
192300-500,-10.0
192350-500,-10.0
192400-500,-10.0
192450-500,-10.0
192500-500,-10.0
192550-500,-10.0
192600-500,-10.0
192650-500,-10.0
192700-500,-10.0
192750-500,-10.0
192800-500,-10.0
192850-500,-10.0
192900-500,-10.0
192950-500,-10.0
193000-500,-10.0
193050-500,-10.0
193100-500,-10.0
193150-500,-10.0
193200-500,-10.0
193250-500,-10.0
193300-500,-10.0
193350-500,-10.0
193400-500,-10.0
193450-500,-10.0
193500-500,-10.0
193550-500,-10.0
193600-500,-10.0
193650-500,-10.0
193700-500,-10.0
193750-500,-10.0
193800-500,-10.0
193850-500,-10.0
193900-500,-10.0
193950-500,-10.0
194000-500,-10.0
194050-500,-10.0
194100-500,-10.0
194150-500,-10.0
194200-500,-10.0
194250-500,-10.0
194300-500,-10.0
194350-500,-10.0
194400-500,-10.0
194450-500,-10.0
194500-500,-10.0
194550-500,-10.0
194600-500,-10.0
194650-500,-10.0
194700-500,-10.0
194750-500,-10.0
194800-500,-10.0
194850-500,-10.0
194900-500,-10.0
194950-500,-10.0
195000-500,-10.0
195050-500,-10.0
195100-500,-10.0
195150-500,-10.0
195200-500,-10.0
195250-500,-10.0
195300-500,-10.0
195350-500,-10.0
195400-500,-10.0
195450-500,-10.0
195500-500,-10.0
195550-500,-10.0
195600-500,-10.0
195650-500,-10.0
195700-500,-10.0
195750-500,-10.0
195800-500,-10.0
195850-500,-10.0
195900-500,-10.0
195950-500,-10.0
196000-500,-10.0
196050-500,-10.0
196100-500,-10.0
196150-500,-10.0
196200-500,-10.0
196250-500,-10.0
196300-500,-10.0
196350-500,-10.0
196400-500,-10.0
196450-500,-10.0
196500-500,-10.0
196550-500,-10.0
196600-500,-10.0
196650-500,-10.0
196700-500,-10.0
196750-500,-10.0
196800-500,-10.0
196850-500,-10.0
196900-500,-10.0
196950-500,-10.0
197000-500,-10.0
197050-500,-10.0
197100-500,-10.0
197150-500,-10.0
197200-500,-10.0
197250-500,-10.0
197300-500,-10.0
197350-500,-10.0
197400-500,-10.0
197450-500,-10.0
197500-500,-10.0
197550-500,-10.0
197600-500,-10.0
197650-500,-10.0
197700-500,-10.0
197750-500,-10.0
197800-500,-10.0
197850-500,-10.0
197900-500,-10.0
197950-500,-10.0
198000-500,-10.0
198050-500,-10.0
198100-500,-10.0
198150-500,-10.0
198200-500,-10.0
198250-500,-10.0
198300-500,-10.0
198350-500,-10.0
198400-500,-10.0
198450-500,-10.0
198500-500,-10.0
198550-500,-10.0
198600-500,-10.0
198650-500,-10.0
198700-500,-10.0
198750-500,-10.0
198800-500,-10.0
198850-500,-10.0
198900-500,-10.0
198950-500,-10.0
199000-500,-10.0
199050-500,-10.0
199100-500,-10.0
199150-500,-10.0
199200-500,-10.0
199250-500,-10.0
199300-500,-10.0
199350-500,-10.0
199400-500,-10.0
199450-500,-10.0
199500-500,-10.0
199550-500,-10.0
199600-500,-10.0
199650-500,-10.0
199700-500,-10.0
199750-500,-10.0
199800-500,-10.0
199850-500,-10.0
199900-500,-10.0
199950-500,-10.0
200000-500,-10.0
200050-500,-10.0
200100-500,-10.0
200150-500,-10.0
200200-500,-10.0
200250-500,-10.0
200300-500,-10.0
200350-500,-10.0
200400-500,-10.0
200450-500,-10.0
200500-500,-10.0
200550-500,-10.0
200600-500,-10.0
200650-500,-10.0
200700-500,-10.0
200750-500,-10.0
200800-500,-10.0
200850-500,-10.0
200900-500,-10.0
200950-500,-10.0
201000-500,-10.0
201050-500,-10.0
201100-500,-10.0
201150-500,-10.0
201200-500,-10.0
201250-500,-10.0
201300-500,-10.0
201350-500,-10.0
201400-500,-10.0
201450-500,-10.0
201500-500,-10.0
201550-500,-10.0
201600-500,-10.0
201650-500,-10.0
201700-500,-10.0
201750-500,-10.0
201800-500,-10.0
201850-500,-10.0
201900-500,-10.0
201950-500,-10.0
202000-500,-10.0
202050-500,-10.0
202100-500,-10.0
202150-500,-10.0
202200-500,-10.0
202250-500,-10.0
202300-500,-10.0
202350-500,-10.0
202400-500,-10.0
202450-500,-10.0
202500-500,-10.0
202550-500,-10.0
202600-500,-10.0
202650-500,-10.0
202700-500,-10.0
202750-500,-10.0
202800-500,-10.0
202850-500,-10.0
202900-500,-10.0
202950-500,-10.0
203000-500,-10.0
203050-500,-10.0
203100-500,-10.0
203150-500,-10.0
203200-500,-10.0
203250-500,-10.0
203300-500,-10.0
203350-500,-10.0
203400-500,-10.0
203450-500,-10.0
203500-500,-10.0
203550-500,-10.0
203600-500,-10.0
203650-500,-10.0
203700-500,-10.0
203750-500,-10.0
203800-500,-10.0
203850-500,-10.0
203900-500,-10.0
203950-500,-10.0
204000-500,-10.0
204050-500,-10.0
204100-500,-10.0
204150-500,-10.0
204200-500,-10.0
204250-500,-10.0
204300-500,-10.0
204350-500,-10.0
204400-500,-10.0
204450-500,-10.0
204500-500,-10.0
204550-500,-10.0
204600-500,-10.0
204650-500,-10.0
204700-500,-10.0
204750-500,-10.0
204800-500,-10.0
204850-500,-10.0
204900-500,-10.0
204950-500,-10.0
205000-500,-10.0
205050-500,-10.0
205100-500,-10.0
205150-500,-10.0
205200-500,-10.0
205250-500,-10.0
205300-500,-10.0
205350-500,-10.0
205400-500,-10.0
205450-500,-10.0
205500-500,-10.0
205550-500,-10.0
205600-500,-10.0
205650-500,-10.0
205700-500,-10.0
205750-500,-10.0
205800-500,-10.0
205850-500,-10.0
205900-500,-10.0
205950-500,-10.0
206000-500,-10.0
206050-500,-10.0
206100-500,-10.0
206150-500,-10.0
206200-500,-10.0
206250-500,-10.0
206300-500,-10.0
206350-500,-10.0
206400-500,-10.0
206450-500,-10.0
206500-500,-10.0
206550-500,-10.0
206600-500,-10.0
206650-500,-10.0
206700-500,-10.0
206750-500,-10.0
206800-500,-10.0
206850-500,-10.0
206900-500,-10.0
206950-500,-10.0
207000-500,-10.0
207050-500,-10.0
207100-500,-10.0
207150-500,-10.0
207200-500,-10.0
207250-500,-10.0
207300-500,-10.0
207350-500,-10.0
207400-500,-10.0
207450-500,-10.0
207500-500,-10.0
207550-500,-10.0
207600-500,-10.0
207650-500,-10.0
207700-500,-10.0
207750-500,-10.0
207800-500,-10.0
207850-500,-10.0
207900-500,-10.0
207950-500,-10.0
208000-500,-10.0
208050-500,-10.0
208100-500,-10.0
208150-500,-10.0
208200-500,-10.0
208250-500,-10.0
208300-500,-10.0
208350-500,-10.0
208400-500,-10.0
208450-500,-10.0
208500-500,-10.0
208550-500,-10.0
208600-500,-10.0
208650-500,-10.0
208700-500,-10.0
208750-500,-10.0
208800-500,-10.0
208850-500,-10.0
208900-500,-10.0
208950-500,-10.0
209000-500,-10.0
209050-500,-10.0
209100-500,-10.0
209150-500,-10.0
209200-500,-10.0
209250-500,-10.0
209300-500,-10.0
209350-500,-10.0
209400-500,-10.0
209450-500,-10.0
209500-500,-10.0
209550-500,-10.0
